variant,sample_index,domain,scene_id,scan_id,image_relpath,region_id,row,column,x0,y0,x1,y1,valid_pixel_count,boundary_pixel_count,weight_sum,base_primary_error_sum,refined_primary_error_sum,primary_utility_sum,base_absrel_error_sum,refined_absrel_error_sum,absrel_utility_sum,rgb_gradient_score,base_gradient_score,patch_affine_scale,patch_affine_shift,uses_patch_forward
rgb_guided_bilateral_sharpening,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,6,1,2,512,256,768,512,65536,10797,108724.0,35114.55862550061,35197.94419841911,-83.38557291849223,18647.717020095082,18665.778537766906,-18.06151767182135,0.011916622230239527,0.01973438165248936,1.0,0.0,False
base_depth_unsharp_mask,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,6,1,2,512,256,768,512,65536,10797,108724.0,35114.55862550061,35496.70527358397,-382.14664808335556,18647.717020095082,18760.460094752067,-112.74307465698487,0.011916622230239527,0.01973438165248936,1.0,0.0,False
highpass_residual,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,7,1,3,768,256,1024,512,65316,6202,90124.0,39256.48617479255,39214.77758721424,41.708587578320966,29413.156351010257,29439.12535294307,-25.969001932812716,0.007967342918634305,0.0173435708685099,0.8582288523501256,1.4951098048995108,True
aligned_patch_replacement,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,7,1,3,768,256,1024,512,65316,6202,90124.0,39256.48617479255,37744.06898474172,1512.4171900508281,29413.156351010257,29050.555936924182,362.6004140860731,0.007967342918634305,0.0173435708685099,0.8582288523501256,1.4951098048995108,True
patch_high_frequency_without_base_subtraction,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,7,1,3,768,256,1024,512,65316,6202,90124.0,39256.48617479255,39188.72212076944,67.76405402311222,29413.156351010257,29321.21198672593,91.94436428432182,0.007967342918634305,0.0173435708685099,0.8582288523501256,1.4951098048995108,True
rgb_guided_bilateral_sharpening,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,7,1,3,768,256,1024,512,65316,6202,90124.0,39256.48617479255,39257.66709798011,-1.1809231875559678,29413.156351010257,29412.751277528205,0.40507348204824667,0.007967342918634305,0.0173435708685099,1.0,0.0,False
base_depth_unsharp_mask,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,7,1,3,768,256,1024,512,65316,6202,90124.0,39256.48617479255,39262.94597073435,-6.45979594179392,29413.156351010257,29406.311391690957,6.844959319296401,0.007967342918634305,0.0173435708685099,1.0,0.0,False
highpass_residual,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,8,2,0,0,512,256,768,65536,0,65536.0,12731.756487491331,12719.183700325097,12.572787166233729,12731.756487491331,12719.183700325097,12.572787166233729,0.006094606439262233,0.003073073767315959,0.3020922031344209,0.47864369528374695,True
aligned_patch_replacement,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,8,2,0,0,512,256,768,65536,0,65536.0,12731.756487491331,12243.570648397661,488.1858390936691,12731.756487491331,12243.570648397661,488.1858390936691,0.006094606439262233,0.003073073767315959,0.3020922031344209,0.47864369528374695,True
patch_high_frequency_without_base_subtraction,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,8,2,0,0,512,256,768,65536,0,65536.0,12731.756487491331,12740.26064276575,-8.504155274419084,12731.756487491331,12740.26064276575,-8.504155274419084,0.006094606439262233,0.003073073767315959,0.3020922031344209,0.47864369528374695,True
rgb_guided_bilateral_sharpening,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,8,2,0,0,512,256,768,65536,0,65536.0,12731.756487491331,12731.87535526335,-0.11886777201999281,12731.756487491331,12731.87535526335,-0.11886777201999281,0.006094606439262233,0.003073073767315959,1.0,0.0,False
base_depth_unsharp_mask,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,8,2,0,0,512,256,768,65536,0,65536.0,12731.756487491331,12732.305640324937,-0.5491528336064556,12731.756487491331,12732.305640324937,-0.5491528336064556,0.006094606439262233,0.003073073767315959,1.0,0.0,False
highpass_residual,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,9,2,1,256,512,512,768,65536,0,65536.0,4770.30600026637,4761.594600655337,8.71139961103315,4770.30600026637,4761.594600655337,8.71139961103315,0.006848989974950203,0.0030130432914167405,0.26835333775494424,0.9389733537144079,True
aligned_patch_replacement,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,9,2,1,256,512,512,768,65536,0,65536.0,4770.30600026637,4557.267361475511,213.0386387908575,4770.30600026637,4557.267361475511,213.0386387908575,0.006848989974950203,0.0030130432914167405,0.26835333775494424,0.9389733537144079,True
patch_high_frequency_without_base_subtraction,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,9,2,1,256,512,512,768,65536,0,65536.0,4770.30600026637,4770.0111214197495,0.2948788466200283,4770.30600026637,4770.0111214197495,0.2948788466200283,0.006848989974950203,0.0030130432914167405,0.26835333775494424,0.9389733537144079,True
rgb_guided_bilateral_sharpening,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,9,2,1,256,512,512,768,65536,0,65536.0,4770.30600026637,4770.333996220248,-0.02799595387904169,4770.30600026637,4770.333996220248,-0.02799595387904169,0.006848989974950203,0.0030130432914167405,1.0,0.0,False
base_depth_unsharp_mask,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,9,2,1,256,512,512,768,65536,0,65536.0,4770.30600026637,4770.663962729048,-0.35796246267767334,4770.30600026637,4770.663962729048,-0.35796246267767334,0.006848989974950203,0.0030130432914167405,1.0,0.0,False
highpass_residual,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,10,2,2,512,512,768,768,65536,5362,86984.0,24122.266689342567,24110.7508498444,11.515839498164967,14903.681846479976,15088.52628794629,-184.84444146631398,0.010051329323261873,0.013463067027164032,0.8493065233257467,0.9274932588132991,True
aligned_patch_replacement,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,10,2,2,512,512,768,768,65536,5362,86984.0,24122.266689342567,24576.914528507295,-454.64783916473135,14903.681846479976,16035.465318134315,-1131.7834716543407,0.010051329323261873,0.013463067027164032,0.8493065233257467,0.9274932588132991,True
patch_high_frequency_without_base_subtraction,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,10,2,2,512,512,768,768,65536,5362,86984.0,24122.266689342567,23979.434060758944,142.83262858362073,14903.681846479976,14711.955117981825,191.72672849815098,0.010051329323261873,0.013463067027164032,0.8493065233257467,0.9274932588132991,True
rgb_guided_bilateral_sharpening,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,10,2,2,512,512,768,768,65536,5362,86984.0,24122.266689342567,24120.697024867226,1.5696644753416393,14903.681846479976,14900.131444605831,3.550401874143688,0.010051329323261873,0.013463067027164032,1.0,0.0,False
base_depth_unsharp_mask,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,10,2,2,512,512,768,768,65536,5362,86984.0,24122.266689342567,24126.429949048954,-4.163259706387432,14903.681846479976,14882.037750552563,21.64409592741361,0.010051329323261873,0.013463067027164032,1.0,0.0,False
highpass_residual,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,11,2,3,768,512,1024,768,65536,6780,92656.0,43717.47260183015,43855.9076472344,-138.43504540425192,32191.907504546136,32239.318707599563,-47.41120305343297,0.007316084899125511,0.013043439127196734,0.6686496059443747,2.930617842193195,True
aligned_patch_replacement,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,11,2,3,768,512,1024,768,65536,6780,92656.0,43717.47260183015,45799.961901482624,-2082.4892996524713,32191.907504546136,33111.02352802406,-919.1160234779245,0.007316084899125511,0.013043439127196734,0.6686496059443747,2.930617842193195,True
patch_high_frequency_without_base_subtraction,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,11,2,3,768,512,1024,768,65536,6780,92656.0,43717.47260183015,43605.47609481995,111.99650701020735,32191.907504546136,32144.70918489209,47.1983196540443,0.007316084899125511,0.013043439127196734,0.6686496059443747,2.930617842193195,True
rgb_guided_bilateral_sharpening,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,11,2,3,768,512,1024,768,65536,6780,92656.0,43717.47260183015,43716.25408104556,1.2185207845928931,32191.907504546136,32191.66855544694,0.23894909919122645,0.007316084899125511,0.013043439127196734,1.0,0.0,False
base_depth_unsharp_mask,3,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_140_050.png,11,2,3,768,512,1024,768,65536,6780,92656.0,43717.47260183015,43708.73417592754,8.73842590261655,32191.907504546136,32189.81087435045,2.0966301956826814,0.007316084899125511,0.013043439127196734,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,0,0,0,0,0,256,256,65536,254,66552.0,59329.384461560556,59416.730525171006,-87.34606361045603,57900.687245376386,57974.550415883845,-73.86317050746298,0.006983546214951187,0.003006689362658667,0.3996359130965626,0.15187373123651235,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,0,0,0,0,0,256,256,65536,254,66552.0,59329.384461560556,59797.13794370348,-467.75348214292126,57900.687245376386,58536.51583270981,-635.8285873334233,0.006983546214951187,0.003006689362658667,0.3996359130965626,0.15187373123651235,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,0,0,0,0,0,256,256,65536,254,66552.0,59329.384461560556,59421.77238026746,-92.38791870690551,57900.687245376386,57994.781400831336,-94.09415545494858,0.006983546214951187,0.003006689362658667,0.3996359130965626,0.15187373123651235,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,0,0,0,0,0,256,256,65536,254,66552.0,59329.384461560556,59330.13862690443,-0.7541653438742891,57900.687245376386,57901.5199232728,-0.832677896408709,0.006983546214951187,0.003006689362658667,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,0,0,0,0,0,256,256,65536,254,66552.0,59329.384461560556,59332.24880143326,-2.8643398727154845,57900.687245376386,57904.05709443167,-3.3698490552915055,0.006983546214951187,0.003006689362658667,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,1,0,1,256,0,512,256,65536,0,65536.0,17745.36259103362,17756.378474106197,-11.01588307258024,17745.36259103362,17756.378474106197,-11.01588307258024,0.006040988544086506,0.0027656669166062774,0.4064300293987474,0.6963835980783855,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,1,0,1,256,0,512,256,65536,0,65536.0,17745.36259103362,18261.330592856884,-515.9680018232648,17745.36259103362,18261.330592856884,-515.9680018232648,0.006040988544086506,0.0027656669166062774,0.4064300293987474,0.6963835980783855,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,1,0,1,256,0,512,256,65536,0,65536.0,17745.36259103362,17755.35155835964,-9.988967326023293,17745.36259103362,17755.35155835964,-9.988967326023293,0.006040988544086506,0.0027656669166062774,0.4064300293987474,0.6963835980783855,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,1,0,1,256,0,512,256,65536,0,65536.0,17745.36259103362,17745.46186378299,-0.09927274937093894,17745.36259103362,17745.46186378299,-0.09927274937093894,0.006040988544086506,0.0027656669166062774,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,1,0,1,256,0,512,256,65536,0,65536.0,17745.36259103362,17745.67231742051,-0.30972638689063475,17745.36259103362,17745.67231742051,-0.30972638689063475,0.006040988544086506,0.0027656669166062774,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,2,0,2,512,0,768,256,65536,30,65656.0,3878.8646950025495,3882.089514246056,-3.2248192435053777,3872.675084120352,3875.9334399137515,-3.25835579339937,0.0063841236480746385,0.0030021414941007606,0.8163719182256626,0.4576022164575457,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,2,0,2,512,0,768,256,65536,30,65656.0,3878.8646950025495,3167.0114968939843,711.8531981085662,3872.675084120352,3159.904847457712,712.7702366626403,0.0063841236480746385,0.0030021414941007606,0.8163719182256626,0.4576022164575457,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,2,0,2,512,0,768,256,65536,30,65656.0,3878.8646950025495,3884.646990177266,-5.78229517471599,3872.675084120352,3878.4793578345575,-5.80427371420536,0.0063841236480746385,0.0030021414941007606,0.8163719182256626,0.4576022164575457,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,2,0,2,512,0,768,256,65536,30,65656.0,3878.8646950025495,3878.905081316112,-0.04038631356167694,3872.675084120352,3872.7152942567564,-0.04021013640425856,0.0063841236480746385,0.0030021414941007606,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,2,0,2,512,0,768,256,65536,30,65656.0,3878.8646950025495,3879.056385995939,-0.19169099338875425,3872.675084120352,3872.8656876293244,-0.19060350897234446,0.0063841236480746385,0.0030021414941007606,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,3,0,3,768,0,1024,256,65512,5813,88764.0,22227.139417075687,22167.174741949442,59.96467512624494,14569.324509245747,14576.56414384488,-7.239634599131113,0.011017990149489116,0.017001749034152757,0.7002174455725569,1.8725600981549353,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,3,0,3,768,0,1024,256,65512,5813,88764.0,22227.139417075687,20805.884625953004,1421.2547911226834,14569.324509245747,13669.684199797124,899.6403094486263,0.011017990149489116,0.017001749034152757,0.7002174455725569,1.8725600981549353,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,3,0,3,768,0,1024,256,65512,5813,88764.0,22227.139417075687,22107.140573328164,119.99884374752449,14569.324509245747,14298.826412686432,270.49809655931654,0.011017990149489116,0.017001749034152757,0.7002174455725569,1.8725600981549353,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,3,0,3,768,0,1024,256,65512,5813,88764.0,22227.139417075687,22222.586395693754,4.553021381931233,14569.324509245747,14567.65665171726,1.6678575284886978,0.011017990149489116,0.017001749034152757,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,3,0,3,768,0,1024,256,65512,5813,88764.0,22227.139417075687,22183.865783526227,43.273633549461096,14569.324509245747,14549.100078981503,20.224430264246664,0.011017990149489116,0.017001749034152757,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,4,1,0,0,256,256,512,65535,10171,106219.0,59373.64941578449,59218.9252640427,154.72415174179184,31368.87344931854,31378.966861584417,-10.093412265875916,0.012946878876435279,0.004007662697688623,0.4324470161905755,0.40264530922515457,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,4,1,0,0,256,256,512,65535,10171,106219.0,59373.64941578449,60839.10147699867,-1465.4520612141841,31368.87344931854,31658.04704091257,-289.17359159403264,0.012946878876435279,0.004007662697688623,0.4324470161905755,0.40264530922515457,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,4,1,0,0,256,256,512,65535,10171,106219.0,59373.64941578449,59149.40461364765,224.24480213683967,31368.87344931854,31384.199960826787,-15.32651150824836,0.012946878876435279,0.004007662697688623,0.4324470161905755,0.40264530922515457,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,4,1,0,0,256,256,512,65535,10171,106219.0,59373.64941578449,59364.578036568855,9.071379215633566,31368.87344931854,31368.175611780738,0.697837537796541,0.012946878876435279,0.004007662697688623,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,4,1,0,0,256,256,512,65535,10171,106219.0,59373.64941578449,59307.94707290281,65.70234288167885,31368.87344931854,31364.337264016627,4.536185301910855,0.012946878876435279,0.004007662697688623,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,5,1,1,256,256,512,512,65536,13526,119640.0,37651.823304052254,37483.59840763257,168.22489641969165,11074.998782692986,11074.807518431542,0.19126426144659847,0.012637278196108177,0.004113294639792249,0.5115655474469412,0.6146366744754391,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,5,1,1,256,256,512,512,65536,13526,119640.0,37651.823304052254,37768.98837205219,-117.16506799994102,11074.998782692986,11167.795741016784,-92.79695832379497,0.012637278196108177,0.004113294639792249,0.5115655474469412,0.6146366744754391,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,5,1,1,256,256,512,512,65536,13526,119640.0,37651.823304052254,37413.388570748895,238.43473330336124,11074.998782692986,11079.858589997173,-4.859807304186223,0.012637278196108177,0.004113294639792249,0.5115655474469412,0.6146366744754391,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,5,1,1,256,256,512,512,65536,13526,119640.0,37651.823304052254,37644.816250103766,7.007053948488856,11074.998782692986,11074.380820726674,0.6179619663137684,0.012637278196108177,0.004113294639792249,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,5,1,1,256,256,512,512,65536,13526,119640.0,37651.823304052254,37597.11958174979,54.70372230246662,11074.998782692986,11070.320372884053,4.678409808936457,0.012637278196108177,0.004113294639792249,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,6,1,2,512,256,768,512,65521,5634,88057.0,11331.209215132109,11665.331530395852,-334.122315263741,7090.038862178864,7170.485703604617,-80.44684142575302,0.011769786449120028,0.005224361091559261,0.5597354371747414,1.2262283757788124,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,6,1,2,512,256,768,512,65521,5634,88057.0,11331.209215132109,11594.733028994135,-263.5238138620264,7090.038862178864,7318.522077356264,-228.48321517740044,0.011769786449120028,0.005224361091559261,0.5597354371747414,1.2262283757788124,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,6,1,2,512,256,768,512,65521,5634,88057.0,11331.209215132109,12411.164315721571,-1079.9551005894623,7090.038862178864,7388.183767520139,-298.1449053412736,0.011769786449120028,0.005224361091559261,0.5597354371747414,1.2262283757788124,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,6,1,2,512,256,768,512,65521,5634,88057.0,11331.209215132109,11337.269647979178,-6.060432847068266,7090.038862178864,7091.346479564851,-1.3076173859869396,0.011769786449120028,0.005224361091559261,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,6,1,2,512,256,768,512,65521,5634,88057.0,11331.209215132109,11373.54696555088,-42.337750418771435,7090.038862178864,7099.327082039221,-9.28821986035638,0.011769786449120028,0.005224361091559261,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,7,1,3,768,256,1024,512,65527,3413,79179.0,17804.478469764406,17788.904013752795,15.57445601160856,15156.617850959703,15154.066713851877,2.551137107826336,0.007395250652851777,0.005272813484800283,0.6394167422286859,2.3308103404782496,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,7,1,3,768,256,1024,512,65527,3413,79179.0,17804.478469764406,17444.616245756144,359.8622240082619,15156.617850959703,14755.584712858672,401.0331381010313,0.007395250652851777,0.005272813484800283,0.6394167422286859,2.3308103404782496,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,7,1,3,768,256,1024,512,65527,3413,79179.0,17804.478469764406,17770.33209044831,34.146379316089096,15156.617850959703,15125.149733547878,31.468117411824707,0.007395250652851777,0.005272813484800283,0.6394167422286859,2.3308103404782496,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,7,1,3,768,256,1024,512,65527,3413,79179.0,17804.478469764406,17804.625681606492,-0.1472118420891575,15156.617850959703,15156.579970225719,0.03788073398372543,0.007395250652851777,0.005272813484800283,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,7,1,3,768,256,1024,512,65527,3413,79179.0,17804.478469764406,17803.8279515677,0.6505181967023488,15156.617850959703,15155.354980969576,1.262869990128362,0.007395250652851777,0.005272813484800283,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,8,2,0,0,512,256,768,65523,10909,109159.0,31012.15848772192,31088.198518691934,-76.04003097000879,12028.2308182456,12055.508774703721,-27.27795645812038,0.01649476512839578,0.00420695036536572,0.1062643144387578,1.6607488885783834,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,8,2,0,0,512,256,768,65523,10909,109159.0,31012.15848772192,35952.013513071564,-4939.85502534964,12028.2308182456,13142.062561624401,-1113.8317433788013,0.01649476512839578,0.00420695036536572,0.1062643144387578,1.6607488885783834,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,8,2,0,0,512,256,768,65523,10909,109159.0,31012.15848772192,31049.463893950993,-37.30540622906924,12028.2308182456,12083.521294670398,-55.29047642479631,0.01649476512839578,0.00420695036536572,0.1062643144387578,1.6607488885783834,True
rgb_guided_bilateral_sharpening,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,8,2,0,0,512,256,768,65523,10909,109159.0,31012.15848772192,31005.709991379757,6.4484963421655594,12028.2308182456,12027.934767066123,0.2960511794784071,0.01649476512839578,0.00420695036536572,1.0,0.0,False
base_depth_unsharp_mask,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,8,2,0,0,512,256,768,65523,10909,109159.0,31012.15848772192,30957.95121841891,54.207269303013085,12028.2308182456,12025.885704825661,2.345113419939908,0.01649476512839578,0.00420695036536572,1.0,0.0,False
highpass_residual,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,9,2,1,256,512,512,768,65535,20551,147739.0,25948.69746206476,26125.135161936312,-176.43769987155235,8005.533935873924,8004.4477213285245,1.0862145453996632,0.016312034751621782,0.006203767881997579,0.22399275295125065,1.8590352843047884,True
aligned_patch_replacement,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,9,2,1,256,512,512,768,65535,20551,147739.0,25948.69746206476,21514.94557894836,4433.7518831164,8005.533935873924,5663.150376725809,2342.3835591481156,0.016312034751621782,0.006203767881997579,0.22399275295125065,1.8590352843047884,True
patch_high_frequency_without_base_subtraction,4,indoors,scene_00019,indoors/scene_00019/scan_00183,val/indoors/scene_00019/scan_00183/00019_00183_indoors_150_020.png,9,2,1,256,512,512,768,65535,20551,147739.0,25948.69746206476,26306.621044079766,-357.92358201500855,8005.533935873924,8115.6999938116915,-110.16605793776725,0.016312034751621782,0.006203767881997579,0.22399275295125065,1.8590352843047884,True
