sample_index,domain,scene_id,scan_id,image_relpath,region_id,row,column,x0,y0,x1,y1,valid_pixel_count,boundary_pixel_count,weight_sum,base_primary_error_sum,refined_primary_error_sum,primary_utility_sum,base_absrel_error_sum,refined_absrel_error_sum,absrel_utility_sum,rgb_gradient_score,base_gradient_score,patch_affine_scale,patch_affine_shift
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,5,1,1,256,256,512,512,65536,2202,74344.0,38745.41464559304,37781.42114422377,963.9935013692582,33040.38654209347,32769.944939241694,270.4416028517707,0.008304790112110506,0.008833407634601873,0.6551464702992528,-0.24180181881335105
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,6,1,2,512,256,768,512,65536,3731,80460.0,50295.78519410053,50314.56868271671,-18.78348861617861,37044.62575944055,37065.83935643068,-21.213596990139287,0.008533122829765465,0.004955713114931429,0.2926475728807866,0.2341021742633249
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,7,1,3,768,256,1024,512,65473,3634,80009.0,20503.53580931217,20862.719164608392,-359.1833552962254,16514.92285075721,16586.551373921353,-71.6285231641422,0.010334722227021611,0.02369873024740794,1.0226439096928157,0.8415587775454098
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,8,2,0,0,512,256,768,65536,1612,71984.0,19438.195190592127,19441.05897423279,-2.863783640662004,18165.627735087095,18185.931260379413,-20.30352529231695,0.007585649791213069,0.004511582164692332,0.8117441712561002,0.34541560431577634
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,9,2,1,256,512,512,768,65536,11918,113208.0,317977.33719494514,314571.98874043644,3405.3484545086862,183762.69492886701,187896.75434519976,-4134.059416332728,0.011690118580831419,0.012689449900566065,0.4795419466160504,-0.14977118557249422
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,10,2,2,512,512,768,768,65536,36512,211584.0,437237.73791921255,437505.4371452249,-267.6992260123309,144357.55833759886,144552.97377854853,-195.41544094966088,0.011913738425151426,0.004679322673263755,0.2100732840809489,0.03640248199558609
39,indoors,scene_00020,indoors/scene_00020/scan_00186,val/indoors/scene_00020/scan_00186/00020_00186_indoors_240_040.png,11,2,3,768,512,1024,768,65393,4602,83801.0,17674.033192003146,18393.226183368202,-719.1929913650599,11692.64504539525,12191.465333264805,-498.82028786955277,0.009734672021527014,0.02058336136185104,1.026380067831329,-0.20709617359764668
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,0,0,0,0,0,256,256,65536,505,67556.0,12246.859389629197,12399.435212158152,-152.57582252895742,11535.937825666155,11634.429157913979,-98.49133224782715,0.01098881554104231,0.012067815507828534,0.7579623207651559,1.3011965331747135
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,1,0,1,256,0,512,256,65536,0,65536.0,13003.645401144026,12982.983612765172,20.6617883788546,13003.645401144026,12982.983612765172,20.6617883788546,0.00791822348913521,0.012782080276350517,0.8805581075417759,0.8159542785157359
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,2,0,2,512,0,768,256,65536,0,65536.0,12867.078265231896,12861.938047296402,5.140217935492544,12867.078265231896,12861.938047296402,5.140217935492544,0.008921485165248136,0.012554399012190002,1.070371205888302,0.18355126673903363
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,3,0,3,768,0,1024,256,65536,0,65536.0,12645.849422114063,12887.987054757614,-242.1376326435513,12645.849422114063,12887.987054757614,-242.1376326435513,0.010194202472729546,0.012542355841021171,1.1635338049694608,0.7550952448346577
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,4,1,0,0,256,256,512,64553,26736,171497.0,85530.51123318207,84968.06092508245,562.4503080996137,23518.682146384686,23342.35570481559,176.3264415690986,0.016179526480170663,0.009655648543021183,0.4452742012128214,1.4380248436071323
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,5,1,1,256,256,512,512,65534,8265,98594.0,72717.06246850615,73036.82726111654,-319.7647926103883,40917.51396821276,40965.000718702766,-47.48675048999367,0.0172672173872814,0.011214692080765278,0.46787244640388725,0.4595721428796729
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,6,1,2,512,256,768,512,65536,965,69396.0,43332.08023035349,43379.830766611056,-47.750536257568,37160.40060868393,37225.78280059722,-65.38219191328733,0.010409248609249125,0.007849466332751064,0.5437561577508171,0.2637491114491949
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,7,1,3,768,256,1024,512,65536,340,66896.0,7019.403886899524,6998.090163257734,21.313723641790336,6798.4620293989265,6781.235247511059,17.22678188786774,0.011748115406522146,0.005551875971226127,0.4507789957940064,1.018017868765937
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,8,2,0,0,512,256,768,64226,25719,167102.0,53469.32860948607,52232.586811950125,1236.7417975359417,16267.383604590266,15750.922240614294,516.4613639759694,0.016497489503775054,0.01182464911492406,0.9056475717908937,0.4347196014739842
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,9,2,1,256,512,512,768,65536,12874,117032.0,53112.75747580007,53433.07174506927,-320.3142692691968,21480.05372041747,21303.18391253399,176.86980788347722,0.0207458929260472,0.019217618403506324,0.35562664024646506,0.9819560155143017
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,10,2,2,512,512,768,768,65536,2330,74856.0,23137.70012281031,23257.198724986945,-119.49860217663168,13584.289946858626,13750.728717188094,-166.43877032946978,0.011164817550044772,0.006797824068875969,0.7340192558282321,0.3474794127871017
40,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_010_030.png,11,2,3,768,512,1024,768,65536,680,68256.0,9059.539279055101,9056.61326869922,2.9260103558804955,8806.391865833823,8804.092512681913,2.2993531519087247,0.015599243597927318,0.005308328609629355,0.18994493123706702,2.6064773180027365
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,0,0,0,0,0,256,256,65455,760,68495.0,20510.502347359565,20504.190342223934,6.3120051356352445,19445.51248179285,19490.816805593327,-45.30432380047978,0.008656941958094312,0.013115593227182988,0.4332213983689184,2.894366801132217
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,1,0,1,256,0,512,256,65230,4127,81738.0,23806.868175618874,23961.0410501569,-154.17287453802408,19459.08197207685,19500.55205953309,-41.4700874562375,0.013162838592081266,0.03634485975295868,0.8394049343231746,1.3702520341919295
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,2,0,2,512,0,768,256,65536,8007,97564.0,20861.559792620792,20398.161464208904,463.39832841188627,10238.47309061942,10117.523680519058,120.94941010036231,0.014266633467692535,0.014988848756596524,0.5648870532772237,0.8738381930441679
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,3,0,3,768,0,1024,256,65536,8915,101196.0,82236.7185975996,51895.69350987443,30341.02508772516,47804.193788088145,28552.12769493909,19252.06609314906,0.017935280112939607,0.04688919333031464,0.2648384861847955,1.4189160530179497
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,4,1,0,0,256,256,512,65536,0,65536.0,12088.99506186096,12088.642699196396,0.35236266456488097,12088.99506186096,12088.642699196396,0.35236266456488097,0.005601768111454376,0.005366558449338799,0.5520549620366443,1.3413917917067373
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,5,1,1,256,256,512,512,65349,8300,98549.0,33626.02681058587,30388.517121069373,3237.5096895165007,21296.23420660006,18884.447959403587,2411.786247196471,0.018125283232447494,0.04470828933215432,0.4782693647999783,0.5050954753292436
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,6,1,2,512,256,768,512,65536,8080,97856.0,54463.27671062712,57448.537065620156,-2985.260354993038,26236.051591588202,26736.08830789636,-500.0367163081538,0.01407748439204632,0.012137097509601024,0.3599637785512887,0.18115914358095686
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,7,1,3,768,256,1024,512,61894,18739,136850.0,794023.5235019098,661155.4884847559,132868.0350171539,184899.808218944,153986.84492357052,30912.96329537352,0.020096504453712694,0.044952942839589144,0.4666196406110642,0.3892375208558012
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,8,2,0,0,512,256,768,65400,906,69024.0,9490.409438135262,9843.01069673753,-352.6012586022685,8745.434303809392,8926.140783913746,-180.70648010435534,0.009058232375717502,0.01184829763703826,0.4688554802818557,0.841895319904277
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,9,2,1,256,512,512,768,65313,10212,106161.0,39556.56557077632,39652.295230728574,-95.72965995224394,21266.022026456332,21385.928842324938,-119.90681586860653,0.024123396759901883,0.03876239974436764,0.46909430757563486,0.9006083100722778
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,10,2,2,512,512,768,768,65241,7200,94041.0,31644.14604682008,31593.805525592008,50.340521228074124,15493.838357573883,15480.922523429803,12.91583414407684,0.03137574870686934,0.01239165588709325,0.7056232669099978,0.10760885084998219
41,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_100_000.png,11,2,3,768,512,1024,768,65283,2882,76811.0,9861.249073890784,9952.221660792009,-90.97258690122682,6270.369290165616,6348.641305800408,-78.27201563479127,0.01774496048464321,0.012881090296719674,0.5263821950411894,0.8557758145981991
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,0,0,0,0,0,256,256,65536,1486,71480.0,7620.943776485358,7668.538758087478,-47.594981602119795,6826.8705099370545,6814.218478980829,12.652030956225955,0.011725056822991712,0.0017619887308196682,0.06286687265373464,1.7075953338635563
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,1,0,1,256,0,512,256,65536,1705,72356.0,3552.6280214983967,3539.0092869907994,13.618734507598452,3262.8674148500645,3265.1188504467113,-2.2514355966466937,0.011000309901486063,0.0017954674062337446,0.06332437137624325,1.4182353376806576
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,2,0,2,512,0,768,256,65536,0,65536.0,13614.374091548461,13607.66513091679,6.708960631669323,13614.374091548461,13607.66513091679,6.708960631669323,0.009095761395022453,0.0013784610796421456,0.45005675140491463,0.0874523248459097
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,3,0,3,768,0,1024,256,65536,0,65536.0,34689.546501220815,34677.10656242357,12.439938797251312,34689.546501220815,34677.10656242357,12.439938797251312,0.009523265193450257,0.0015488695659467218,0.07429201151688539,0.7350095428100977
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,4,1,0,0,256,256,512,65531,2042,73699.0,7650.0406924876825,7577.401293956101,72.63939853158075,5720.927884573261,5702.974403426888,17.953481146373147,0.010094378340884523,0.0060225412567841,0.44764551237487005,1.0488955232772397
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,5,1,1,256,256,512,512,65531,2079,73847.0,12418.552692238296,11701.111174353318,717.4415178849774,10421.554984341092,10088.959286980991,332.59569736010184,0.012196568277285852,0.005219591891589318,0.41516268917294197,0.8624454800181609
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,6,1,2,512,256,768,512,65425,4705,84245.0,26894.78268034019,26305.598971080184,589.183709260007,22623.198130007237,22441.891879301176,181.30625070605717,0.013351884602988326,0.005815074736936513,0.40462507700361894,0.5234756234310493
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,7,1,3,768,256,1024,512,65530,450,67330.0,58436.787824682164,58294.95227012392,141.83555455824057,57114.28583723368,57112.17081594395,2.11502128972473,0.007408712530111017,0.002508368009311265,0.33996834999210934,0.29906718559113465
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,8,2,0,0,512,256,768,65350,16004,129366.0,67406.16760559494,67392.08865565728,14.078949937655661,34960.32389510766,34933.35356335675,26.970331750900417,0.057454052490044635,0.01124407499666125,0.5944586166972526,1.3674530806636462
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,9,2,1,256,512,512,768,65395,7918,97067.0,45299.790398745245,45316.77541770024,-16.9850189549981,32555.154099132375,32557.241047537114,-2.086948404736261,0.05685240470390217,0.008280528227725932,0.5499520696649093,1.044543637613888
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,10,2,2,512,512,768,768,65411,24710,164251.0,82101.53076718638,81953.76592804678,147.7648391396126,30635.641887209356,30683.121657219624,-47.47977001026848,0.040795580960197426,0.019973668598071995,0.9377985490424094,0.025888091774730927
42,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_140_000.png,11,2,3,768,512,1024,768,65285,17462,135133.0,106492.78056868442,110085.69033246802,-3592.909763783592,58754.77721427549,60590.2277268683,-1835.4505125928058,0.019750251833059063,0.032766913354895094,1.1603985586458236,-0.15317509501747947
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,0,0,0,0,0,256,256,65536,0,65536.0,12406.174130857298,12386.513273939927,19.660856917372598,12406.174130857298,12386.513273939927,19.660856917372598,0.007978346264334708,0.01338830364733367,1.1813013778903607,2.3765483561494825
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,1,0,1,256,0,512,256,65536,4,65552.0,12784.032826050574,12784.022254899344,0.010571151229979314,12782.876474730383,12782.865738023173,0.010736707211966845,0.011022582918785367,0.012734773536677013,0.8104628225234367,2.3701465755182087
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,2,0,2,512,0,768,256,65536,0,65536.0,13642.203634542939,13636.354394365751,5.849240177188415,13642.203634542939,13636.354394365751,5.849240177188415,0.01189319717029118,0.012387711459686392,0.8185668706420786,2.3528016509311804
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,3,0,3,768,0,1024,256,65536,2,65544.0,11961.030212967547,11951.029978383871,10.00023458367635,11960.576624450636,11950.575897816863,10.000726633770277,0.01063681946659174,0.012645353978775118,0.5413484056119332,3.6866516973482937
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,4,1,0,0,256,256,512,65536,136,66080.0,11556.770211180765,11547.270519486403,9.499691694360884,11471.52251180795,11452.277758832575,19.24475297537597,0.008846204115343662,0.006383550068844807,0.7802147513479458,0.9967179938125144
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,5,1,1,256,256,512,512,65536,15478,127448.0,76131.26034834528,78620.67122559412,-2489.4108772488316,23943.369461658134,24410.283869408537,-466.9144077504001,0.007896083663998469,0.011703958307277884,0.6967784170197974,0.17648675740108782
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,6,1,2,512,256,768,512,65536,31094,189912.0,103285.7409239335,103728.87522484086,-443.13430090734846,26309.672808535073,26393.274071151223,-83.60126261615277,0.00785965134360847,0.012806606648363061,0.6456869479708847,0.12629812798335494
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,7,1,3,768,256,1024,512,65536,834,68872.0,5842.047970566346,5873.515443858623,-31.467473292276626,5585.887556374782,5605.729293551275,-19.841737176491744,0.007776188024418967,0.00964115875784574,0.646444125617049,1.6537408600748738
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,8,2,0,0,512,256,768,65535,5162,86183.0,6513.652881511184,6482.980786636805,30.672094874379738,3893.2617531699234,3792.8006430630167,100.46111010690696,0.033420641715577674,0.0031229251513235565,0.2536405971131875,2.4561536367446317
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,9,2,1,256,512,512,768,65536,10413,107188.0,749244.708047234,842817.7553750832,-93573.04732784917,430996.00430971524,475498.85583544814,-44502.85152573291,0.01176532696273978,0.014053371450343143,0.6483639321608146,-0.17458296007935545
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,10,2,2,512,512,768,768,65534,15520,127614.0,236581.8460674329,237278.6393287972,-696.7932613643004,81481.58040074265,81705.68933953115,-224.10893878850575,0.01317897039003699,0.011431212740463454,0.31966197106304794,0.1979421789101973
43,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_220_030.png,11,2,3,768,512,1024,768,65536,0,65536.0,9076.50114487746,9071.291727416368,5.209417461092723,9076.50114487746,9071.291727416368,5.209417461092723,0.0072117186292014485,0.009971919765687967,0.8953762487046125,0.4575102121659131
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,0,0,0,0,0,256,256,65464,4335,82804.0,20625.537305962538,19966.076892942947,659.4604130195867,14528.056161122711,14051.051347073208,477.0048140495052,0.013130935949108212,0.013812785720095443,0.8986764632353199,0.5499357847190265
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,1,0,1,256,0,512,256,65486,10081,105810.0,12757.922535862534,12805.499739877469,-47.57720401493361,3346.585272267721,3411.582929597779,-64.99765733005788,0.032094801256778646,0.004392961893819006,0.18262427272654236,2.8041256752719605
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,2,0,2,512,0,768,256,65521,2330,74841.0,103986.76961605538,110954.44184850137,-6967.6722324459915,81849.72894348187,86163.81041975261,-4314.08147627074,0.01068796440546623,0.011068078031108049,0.9613632768622994,-0.5547263312143158
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,3,0,3,768,0,1024,256,65536,4014,81592.0,86532.00733667846,89760.78504690467,-3228.7777102261975,61916.289571370704,63118.1713716314,-1201.8818002606895,0.013686671829155474,0.009055017211499544,0.584390875829093,-0.405602635691583
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,4,1,0,0,256,256,512,64565,8845,99945.0,19963.457963468045,19886.48660035814,76.97136310990108,8167.505593713191,8205.719790725589,-38.21419701239638,0.010794348927289067,0.017339464187070466,0.5277870199465226,2.509210878364897
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,5,1,1,256,256,512,512,65197,15492,127165.0,29872.970767536714,29664.70105969499,208.26970784172573,11675.092174898562,11677.544293169949,-2.452118271386638,0.02307223226933571,0.023642636327511457,0.5282311290676761,2.408800834097639
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,6,1,2,512,256,768,512,65519,5997,89507.0,101523.15840754747,102128.32903399413,-605.1706264466515,72483.45918048732,72643.39424200755,-159.93506152021644,0.013812410062548304,0.020942922498293735,0.8036283321241613,-0.032021182655604684
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,7,1,3,768,256,1024,512,65536,4606,83960.0,102668.04592088073,104009.13120336014,-1341.0852824794172,71119.41497105215,71581.07683196664,-461.6618609145024,0.012918338482598796,0.00996632114704192,0.32123733029960483,0.2875748201209996
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,8,2,0,0,512,256,768,65478,5784,88614.0,11429.43401613567,11717.887443397805,-288.45342726213437,8634.96317363792,8735.852630095698,-100.88945645777844,0.012679726552889247,0.026578027513038317,0.4095443347590925,2.8610062436179735
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,9,2,1,256,512,512,768,65464,8979,101380.0,15327.915766360877,15370.269116494697,-42.35335013382107,7354.031161156377,7372.282967095989,-18.251805939613288,0.015036627698318723,0.023764928975023785,0.33726152984234475,2.863899465293332
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,10,2,2,512,512,768,768,65501,6048,89693.0,13663.899619675316,14203.614023130209,-539.7144034548951,8925.57197558084,9100.39176883824,-174.81979325739857,0.015137563011201857,0.023882064906864436,0.716092494887406,0.7842236563644117
44,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_230_000.png,11,2,3,768,512,1024,768,65491,1964,73347.0,16757.06757392689,17262.38052919766,-505.31295527076884,13306.115991145238,13615.46214082944,-309.3461496842022,0.016158880383575703,0.02406094872276257,0.5265229717891581,0.45914720388988944
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,0,0,0,0,0,256,256,65484,1717,72352.0,8618.938925106433,8675.612166142639,-56.67324103620763,6297.732214855371,6314.70770233105,-16.97548747567911,0.006040224664366962,0.0026300888102102284,0.15945937442045033,1.68126224559606
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,1,0,1,256,0,512,256,65536,1513,71588.0,4138.104096437942,4349.062817098319,-210.9587206603775,3202.090332217521,3346.5051320617213,-144.41479984420067,0.007464408940612358,0.0021517411797009867,0.29048570473914953,1.71120891154589
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,2,0,2,512,0,768,256,65535,1668,72207.0,2012.7736929402652,2018.3185083571937,-5.544815416928609,1339.7393967023183,1337.8546697587062,1.8847269436122063,0.02730361176721345,0.0009841140940799445,0.06580146596120108,2.302811012437672
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,3,0,3,768,0,1024,256,65536,2768,76608.0,63628.9636484245,61436.35988655261,2192.6037618718947,50780.59557135639,50156.15196750255,624.4436038538365,0.008877392524964924,0.010397239810301922,0.5783011072714552,0.05010875027775514
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,4,1,0,0,256,256,512,64957,11936,112701.0,24569.47744775452,24545.456653982896,24.02079377162636,10593.711244182996,10652.423849629096,-58.712605446102636,0.02695702952084125,0.013241321081436575,0.2640773483570609,1.6957723924267298
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,5,1,1,256,256,512,512,65462,7199,94258.0,13397.878103255856,13122.79633473258,275.0817685232759,7117.077921587027,6920.654349307699,196.42357227932837,0.014554269178210972,0.008644982344059193,0.36888961932066716,1.6813246827833492
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,6,1,2,512,256,768,512,65494,9962,105342.0,10230.0788979876,10196.718974314843,33.35992367275803,2884.386052339287,2888.955133859169,-4.569081519882401,0.02829917857470905,0.005532253103499294,0.23343178678220294,2.206561685062817
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,7,1,3,768,256,1024,512,65519,2606,75943.0,53197.37458641661,47823.82656646425,5373.548019952358,40338.9198990437,37562.669906127754,2776.2499929159458,0.00872974723558825,0.00911631316799271,0.8538379630515628,-0.1430507195959777
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,8,2,0,0,512,256,768,65531,4029,81647.0,11062.52257881468,11111.107837111995,-48.58525829731566,8457.31624317281,8514.771992254055,-57.45574908124379,0.010677448723250082,0.011004911204228581,0.46864073950016455,1.8849005746589202
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,9,2,1,256,512,512,768,64519,12135,113059.0,27361.31743556232,27180.570795983644,180.74663957867625,14134.319719650357,14068.830331612779,65.48938803757963,0.012200078731222424,0.019051068894448447,0.7339171502311779,1.8981857788021055
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,10,2,2,512,512,768,768,65218,15782,128346.0,35769.510740345024,35700.81055995691,68.70018038811435,17605.725767945845,17557.000317465696,48.7254504801432,0.022370316415962505,0.026763803091826355,0.6741312441775987,1.9670330061776728
45,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_240_010.png,11,2,3,768,512,1024,768,65519,7115,93979.0,35030.58820019662,34436.800883794145,593.7873164024803,23813.349120965147,23139.95321447843,673.395906486721,0.014091640559281356,0.01777086726609152,0.6227942666524948,0.7043418281127192
46,indoors,scene_00020,indoors/scene_00020/scan_00187,val/indoors/scene_00020/scan_00187/00020_00187_indoors_250_000.png,0,0,0,0,0,256,256,65289,10279,106405.0,20722.68803243572,20470.830038198932,251.85799423678924,8271.259816119393,8293.558116297841,-22.29830017844706,0.0201944751121979,0.018082912337708295,0.2230188849235557,1.3153456746349983
